Timestamp,Building,Floor,Range Number,Section Number,Shelf Number,Call No. Leading Alpha ,Call No. Leading Numeric,Call No. Ending Alpha ,Call No. Ending Numeric,Occupied Space,Stacked
5/25/2017 13:54:48,ZIM,2,13,11,4,BL,1411,BL,1430,33,No
5/25/2017 13:55:09,ZIM,2,13,11,5,BL,1430,BL,1440,26,No
5/25/2017 13:55:35,ZIM,2,13,11,6,BL,1440,BL,1442,23,No
5/25/2017 13:56:06,ZIM,2,13,12,1,BL,1442,BL,1451,31,No
5/25/2017 13:56:35,ZIM,2,13,12,2,BL,1451,BL,1473,32,No
5/25/2017 13:56:57,ZIM,2,13,12,3,BL,1473,BL,1485,33,No
5/25/2017 13:57:33,ZIM,2,13,12,4,BL,1489,BL,1515.5,31,No
5/25/2017 13:58:03,ZIM,2,13,12,5,BL,1515.5,BL,1572,29,No
5/25/2017 13:58:29,ZIM,2,13,12,6,BL,1572,BL,1616,32,No
5/25/2017 14:04:49,ZIM,2,13,13,1,BL,1620,BL,1801,36,No
5/25/2017 14:05:22,ZIM,2,13,13,2,BL,1801,BL,1802,31,No
5/25/2017 14:06:13,ZIM,2,13,13,3,BL,1802,BL,1803,31,No
5/25/2017 14:08:56,ZIM,2,13,13,4,BL,1810,BL,1852,32,No
5/25/2017 14:09:23,ZIM,2,13,13,5,BL,1852,BL,1900,35,No
5/25/2017 14:09:54,ZIM,2,13,13,6,BL,1900,BL,1900,27,No
5/25/2017 14:12:59,ZIM,2,13,14,1,BL,1900,BL,1900,28,No
5/25/2017 14:13:25,ZIM,2,13,14,2,BL,1900,BL,1900,33,No
5/25/2017 14:14:10,ZIM,2,13,14,3,BL,1900,BL,1923,32,No
5/25/2017 14:14:56,ZIM,2,13,14,4,BL,1923,BL,1975,31,No
5/25/2017 14:15:25,ZIM,2,13,14,5,BL,1975,BL,2001.2,27,No
5/25/2017 14:16:06,ZIM,2,13,14,6,BL,2001.2,BL,2003,32,No
5/25/2017 14:18:49,ZIM,2,14,1,1,BL,2003,BL,2015,32,No
5/25/2017 14:54:01,ZIM,2,14,1,2,BL,2015,BL,2017.9,31,No
5/25/2017 14:54:33,ZIM,2,14,1,3,BL,2018,BL,2030,29,No
5/25/2017 14:55:02,ZIM,2,14,1,4,BL,2030,BL,2120,32,No
5/25/2017 14:55:27,ZIM,2,14,1,5,BL,2120,BL,2210,32,No
5/25/2017 14:55:56,ZIM,2,14,1,6,BL,2210.5,BL,2230,34,No
5/25/2017 14:56:21,ZIM,2,14,2,1,BL,2230,BL,2370,26,No
5/25/2017 14:56:44,ZIM,2,14,2,2,BL,2370,BL,2370,28,No
5/25/2017 14:57:10,ZIM,2,14,2,3,BL,2370,BL,2400,29,No
5/25/2017 14:57:37,ZIM,2,14,2,4,BL,2400,BL,2441.2,28,No
5/25/2017 14:58:02,ZIM,2,14,2,5,BL,2441.2,BL,2450,35,No
5/25/2017 14:58:24,ZIM,2,14,2,6,BL,2450,BL,2470,32,No
5/25/2017 14:59:33,ZIM,2,14,3,1,BL,2470,BL,2480,33,No
5/25/2017 14:59:59,ZIM,2,14,3,2,BL,2480,BL,2480,32,No
5/25/2017 15:00:22,ZIM,2,14,3,3,BL,2480,BL,2490,35,No
5/25/2017 15:01:22,ZIM,2,14,3,4,BL,2490,BL,2525,33,No
5/25/2017 15:01:47,ZIM,2,14,3,5,BL,2525,BL,2525,25,No
5/25/2017 15:02:13,ZIM,2,14,3,6,BL,2525,BL,2525,31,No
5/25/2017 15:02:37,ZIM,2,14,4,1,BL,2525,BL,2525,33,No
5/25/2017 15:02:57,ZIM,2,14,4,2,BL,2525,BL,2525,31,No
5/25/2017 15:04:41,ZIM,2,14,4,3,BL,2525,BL,2525,35,No
5/25/2017 15:05:03,ZIM,2,14,4,4,BL,2525,BL,2525,31,No
5/25/2017 15:05:27,ZIM,2,14,4,5,BL,2525,BL,2527,33,No
5/25/2017 15:05:51,ZIM,2,14,4,6,BL,2527,BL,2530,35,No
5/25/2017 15:06:13,ZIM,2,14,5,1,BL,2530,BL,2530,35,No
5/25/2017 15:06:40,ZIM,2,14,5,2,BL,2530,BL,2532,32,No
5/25/2017 15:07:07,ZIM,2,14,5,3,BL,2532,BL,2540,35,No
5/25/2017 15:07:35,ZIM,2,14,5,4,BL,2540,BL,2566,35,No
5/25/2017 15:08:01,ZIM,2,14,5,5,BL,2566,BL,2590,35,No
5/25/2017 15:17:58,ZIM,2,14,5,6,BL,2590,BL,2590,31,No
5/25/2017 15:18:47,ZIM,2,14,6,1,BL,2590,BL,2590,35,No
5/25/2017 15:19:13,ZIM,2,14,6,2,BL,2590,BL,2592,35,No
5/25/2017 15:19:38,ZIM,2,14,6,3,BL,2592,BL,2592,28,No
5/25/2017 15:20:24,ZIM,2,14,6,4,BL,2592,BL,2600,31,No
5/25/2017 15:54:30,ZIM,2,14,6,5,BL,2600,BL,2620,32,No
5/25/2017 15:55:23,ZIM,2,14,6,6,BL,2620,BL,2747.2,35,No
5/25/2017 15:57:14,ZIM,2,14,7,1,BL,2747.3,BL,2747.4,35,No
5/25/2017 15:58:12,ZIM,2,14,7,2,BL,2747.4,BL,2750,35,No
5/25/2017 15:59:00,ZIM,2,14,7,3,BL,2750,BL,2765,35,No
5/25/2017 15:59:53,ZIM,2,14,7,4,BL,2565,BL,2775.2,35,No
5/25/2017 16:00:39,ZIM,2,14,7,5,BL,2775.2,BL,2790,31,No
5/25/2017 16:01:26,ZIM,2,14,7,6,BL,2790,BM,30,34,No
5/25/2017 16:02:16,ZIM,2,14,8,1,BM,40,BM,40,31,No
5/25/2017 16:03:15,ZIM,2,14,8,2,BM,42,BM,45,32,No
5/25/2017 16:04:06,ZIM,2,14,8,3,BM,45,BM,50,29,No
5/25/2017 16:04:58,ZIM,2,14,8,4,BM,45,BM,50,32,No
5/25/2017 16:05:49,ZIM,2,14,8,5,BM,50,BM,50,33,No
5/25/2017 16:06:59,ZIM,2,14,8,6,BM,50,BM,103,36,No
5/25/2017 16:07:32,ZIM,2,14,9,1,BM,103,BM,155.2,32,No
5/25/2017 16:08:20,ZIM,2,14,9,2,BM,155.2,BM,165,35,No
5/25/2017 16:08:51,ZIM,2,14,9,3,BM,165,BM,175,31,No
5/25/2017 16:09:27,ZIM,2,14,9,4,BM,175,BM,176,32,No
5/25/2017 16:10:02,ZIM,2,14,9,5,BM,176,BM,177,29,No
5/25/2017 16:10:38,ZIM,2,14,9,6,BM,177,BM,177,30,No
5/25/2017 16:11:16,ZIM,2,14,10,1,BM,195,BM,197.5,35,No
5/25/2017 16:11:58,ZIM,2,14,10,2,BM,197.5,BM,198,35,No
5/25/2017 16:12:43,ZIM,2,14,10,3,BM,198,BM,205,35,No
5/25/2017 15:08:18,ZIM,2,14,10,4,BM,205,BM,262,35,No
5/25/2017 15:09:03,ZIM,2,14,10,5,BM,267,BM,487,35,No
5/25/2017 15:09:44,ZIM,2,14,10,6,BM,487,BM,487,34,No
5/25/2017 15:10:14,ZIM,2,15,1,1,BM,487,BM,487,30,No
5/25/2017 15:10:50,ZIM,2,15,1,2,BM,487,BM,495,31,No
5/25/2017 15:11:29,ZIM,2,15,1,3,BM,495,BM,497,31,No
5/25/2017 15:12:25,ZIM,2,15,1,4,BM,497.5,BM,497.5,32,No
5/25/2017 15:13:12,ZIM,2,15,1,5,BM,499.5,BM,499.5,30,No
5/25/2017 15:14:06,ZIM,2,15,1,6,BM,499.5,BM,500,28,No
5/25/2017 15:15:19,ZIM,2,15,2,1,BM,500.2,BM,504,34,No
5/25/2017 15:15:52,ZIM,2,15,2,2,BM,504,BM,506,35,No
5/25/2017 15:16:49,ZIM,2,15,2,3,BM,506,BM,506.2,35,No
5/25/2017 15:17:30,ZIM,2,15,2,4,BM,506.4,BM,516,35,No
5/25/2017 15:18:01,ZIM,2,15,2,5,BM,516,BM,517,35,No
5/25/2017 15:18:38,ZIM,2,15,2,6,BM,517,BM,520.6,35,No
5/25/2017 15:19:19,ZIM,2,15,3,1,BM,520.65,BM,525,35,No
5/25/2017 16:17:53,ZIM,2,15,3,2,BM,525,BM,525,35,No
5/25/2017 17:03:37,ZIM,2,15,3,3,BM,525,BM,526,35,No
5/25/2017 17:04:29,ZIM,2,15,3,4,BM,526,BM,530,35,No
5/25/2017 17:05:09,ZIM,2,15,3,5,BM,530,BM,530,35,No
5/25/2017 17:07:56,ZIM,2,15,3,6,BM,530,BM,535,35,No
5/25/2017 17:08:30,ZIM,2,15,4,1,BM,353,BM,353,34,No
5/25/2017 17:09:06,ZIM,2,15,4,2,BM,535,BM,535,32,No
5/26/2017 8:11:28,ZIM,2,15,4,3,BM,535,BM,538,29,No
5/26/2017 8:12:51,ZIM,2,15,4,4,BM,538,BM,545,32,No
5/26/2017 8:13:59,ZIM,2,15,4,5,BM,545,BM,560,30,No
5/26/2017 8:15:00,ZIM,2,15,4,6,BM,560,BM,565,34,No
5/26/2017 8:15:48,ZIM,2,15,5,1,BM,565,BM,565,32,No
5/25/2017 15:08:42,ZIM,2,15,5,2,BM,565,BM,600,32,No
5/25/2017 15:09:16,ZIM,2,15,5,3,BM,600,BM,612.5,31,No
5/25/2017 15:10:30,ZIM,2,15,5,4,BM,612.5,BM,630,32,No
5/25/2017 15:10:54,ZIM,2,15,5,5,BM,630,BM,646,35,No
5/25/2017 15:11:15,ZIM,2,15,5,6,BM,646,BM,657,34,No
5/25/2017 15:11:37,ZIM,2,15,6,1,BM,657,BM,665,30,No
5/25/2017 15:11:57,ZIM,2,15,6,2,BM,660,BM,675,35,No
5/25/2017 15:12:20,ZIM,2,15,6,3,BM,675,BM,676,31,No
5/25/2017 15:12:51,ZIM,2,15,6,4,BM,685,BM,695,35,No
5/25/2017 15:13:41,ZIM,2,15,6,5,BM,695,BM,713,32,No
5/25/2017 15:14:08,ZIM,2,15,6,6,BM,713,BM,723,33,No
5/25/2017 15:14:31,ZIM,2,15,7,1,BM,723,BM,729,35,No
5/25/2017 15:14:57,ZIM,2,15,7,2,BM,729,BM,740.2,35,No
5/25/2017 15:15:25,ZIM,2,15,7,3,BM,740.2,BM,755,35,No
5/25/2017 15:16:03,ZIM,2,15,7,4,BM,755,BM,755,35,No
5/25/2017 15:16:33,ZIM,2,15,7,5,BM,755,BM,755,35,No
5/25/2017 15:17:15,ZIM,2,15,7,6,BM,755,BM,755,35,No
5/25/2017 15:17:39,ZIM,2,15,8,1,BM,755,BP,42,33,No
5/25/2017 15:18:00,ZIM,2,15,8,2,BP,42,BP,52,31,No
5/25/2017 15:18:24,ZIM,2,15,8,3,BP,52,BP,63,35,No
5/25/2017 15:18:47,ZIM,2,15,8,4,BP,63,BP,63,35,No
5/25/2017 15:19:10,ZIM,2,15,8,5,BP,63,BP,64,35,No
5/25/2017 15:19:29,ZIM,2,15,8,6,BP,64,BP,67,33,No
5/25/2017 15:19:54,ZIM,2,15,9,1,BP,67,BP,75,35,No
5/25/2017 15:20:18,ZIM,2,15,9,2,BP,75,BP,80,35,No
5/25/2017 15:20:38,ZIM,2,15,9,3,BP,80,BP,80,31,No
5/25/2017 15:21:00,ZIM,2,15,9,4,BP,80,BP,109,35,No
5/25/2017 15:21:31,ZIM,2,15,9,5,BP,109,BP,110,35,No
5/25/2017 15:09:56,ZIM,2,15,9,6,BP,110,BP,130.4,35,No
5/25/2017 15:10:28,ZIM,2,15,10,1,BP,130.4,BP,130.4,25,No
5/25/2017 15:10:49,ZIM,2,15,10,2,BP,130.54,BP,131.8,28,No
5/25/2017 15:11:11,ZIM,2,15,10,3,BP,132,BP,135,32,No
5/25/2017 15:11:29,ZIM,2,15,10,4,BP,135,BP,135,26,No
5/25/2017 15:11:49,ZIM,2,15,10,5,BP,135,BP,135,32,No
5/25/2017 15:12:06,ZIM,2,15,10,6,BP,135,BP,135,34,No
5/25/2017 15:12:30,ZIM,2,15,11,1,BP,135,BP,136.4,26,No
5/25/2017 15:12:51,ZIM,2,15,11,2,BP,136.48,BP,152,26,No
5/25/2017 15:13:11,ZIM,2,15,11,3,BP,153,BP,154,29,No
5/25/2017 15:13:30,ZIM,2,15,11,4,BP,155,BP,155,29,No
5/25/2017 15:13:56,ZIM,2,15,11,5,BP,155,BP,161.2,35,No
5/25/2017 15:14:20,ZIM,2,15,11,6,BP,161.2,BP,161.3,35,No
5/25/2017 15:14:41,ZIM,2,15,12,1,BP,161.3,BP,163,35,No
5/25/2017 15:15:08,ZIM,2,15,12,2,BP,163,BP,166,35,No
5/25/2017 15:15:31,ZIM,2,15,12,3,BP,166.1,BP,166.8,35,No
5/25/2017 15:15:53,ZIM,2,15,12,4,BP,166.8,BP,172,35,No
5/25/2017 15:16:17,ZIM,2,15,12,5,BP,172,BP,173.4,35,No
5/25/2017 15:16:56,ZIM,2,15,12,6,BP,173.4,BP,173.7,35,No
5/25/2017 15:17:30,ZIM,2,16,1,1,BP,173.75,BP,182,34,No
5/25/2017 15:17:53,ZIM,2,16,1,2,BP,182,BP,187.3,35,No
5/25/2017 15:18:18,ZIM,2,16,1,3,BP,187.3,BP,188.8,35,No
5/25/2017 15:18:41,ZIM,2,16,1,4,BP,188.8,BP,189,35,No
5/25/2017 15:19:04,ZIM,2,16,1,5,BP,189,BP,189,35,No
5/25/2017 15:19:29,ZIM,2,16,1,6,BP,189.6,BP,189.7,31,No
5/25/2017 15:19:49,ZIM,2,16,2,1,BP,190.5,BP,191,35,No
5/25/2017 15:20:08,ZIM,2,16,2,2,BP,191,BP,195,35,No
5/25/2017 15:20:27,ZIM,2,16,2,3,BP,195,BP,223,32,No
5/25/2017 15:31:35,ZIM,2,16,2,4,BP,223,BP,370,30,No
5/25/2017 15:31:54,ZIM,2,16,2,5,BP,330,BP,370,30,No
5/25/2017 15:32:15,ZIM,2,16,2,6,BP,370,BP,565,33,No
5/25/2017 15:32:36,ZIM,2,16,3,1,BP,565,BP,597,31,No
5/25/2017 15:32:53,ZIM,2,16,3,2,BP,585,BP,597,31,No
5/25/2017 15:33:11,ZIM,2,16,3,3,BP,597,BP,605,35,No
5/25/2017 15:33:30,ZIM,2,16,3,4,BP,605,BP,605,35,No
5/25/2017 15:33:46,ZIM,2,16,3,5,BP,605,BP,605,32,No
5/25/2017 15:34:03,ZIM,2,16,3,6,BP,605,BP,610,31,No
5/25/2017 15:34:30,ZIM,2,16,4,1,BP,610,BQ,128,32,No
5/25/2017 15:34:53,ZIM,2,16,4,2,BQ,286,BQ,270,31,No
5/25/2017 15:35:24,ZIM,2,16,4,3,BQ,286,BQ,356,26,No
5/25/2017 15:35:43,ZIM,2,16,4,4,BQ,372,BQ,622,34,No
5/25/2017 15:36:01,ZIM,2,16,4,5,BQ,626,BQ,687,32,No
5/25/2017 15:36:20,ZIM,2,16,4,6,BQ,687,BQ,875,35,No
5/25/2017 15:36:53,ZIM,2,16,5,1,BQ,882,BQ,960,32,No
5/25/2017 15:37:40,ZIM,2,16,5,2,BQ,962,BQ,990,31,No
5/25/2017 15:38:10,ZIM,2,16,5,3,BQ,992,BQ,1182,30,No
5/25/2017 15:38:31,ZIM,2,16,5,4,BQ,1187,BQ,1470,34,No
5/25/2017 15:38:55,ZIM,2,16,5,5,BQ,1525.52,BQ,1777,32,No
5/25/2017 15:39:18,ZIM,2,16,5,6,BQ,1792,BQ,2171,29,No
5/25/2017 15:39:43,ZIM,2,16,6,1,BQ,2212,BQ,2792,28,No
5/25/2017 15:40:00,ZIM,2,16,6,2,BQ,2797,BQ,4012,35,No
5/25/2017 15:40:21,ZIM,2,16,6,3,BQ,4012,BQ,4055,32,No
5/25/2017 15:40:43,ZIM,2,16,6,4,BQ,4055,BQ,4165,35,No
5/25/2017 15:41:05,ZIM,2,16,6,5,BQ,4165,BQ,4398.5,35,No
5/25/2017 15:41:26,ZIM,2,16,6,6,BQ,4430,BQ,4570,35,No
5/25/2017 15:41:48,ZIM,2,16,7,1,BQ,4570,BQ,4605,35,No
5/25/2017 15:39:12,ZIM,2,16,7,2,BQ,4610,BQ,5612,35,No
5/25/2017 15:39:42,ZIM,2,16,7,3,BQ,5612,BQ,7230,35,No
5/25/2017 15:40:21,ZIM,2,16,7,4,BQ,7235,BQ,7590,35,No
5/25/2017 15:41:09,ZIM,2,16,7,5,BQ,7590,BQ,7682,35,No
5/25/2017 15:41:37,ZIM,2,16,7,6,BQ,7682.9,BQ,7935,35,No
5/25/2017 15:42:03,ZIM,2,16,8,1,BQ,7950,BQ,8449,35,No
5/25/2017 15:42:32,ZIM,2,16,8,2,BQ,8512.9,BQ,9149,30,No
5/25/2017 15:43:09,ZIM,2,16,8,3,BQ,9220,BQ,9258,29,No
5/25/2017 15:43:33,ZIM,2,16,8,4,BQ,9258,BQ,9258,29,No
5/25/2017 15:43:55,ZIM,2,16,8,5,BQ,9258,BQ,9258,28,No
5/25/2017 15:44:19,ZIM,2,16,8,6,BQ,9258,BQ,9259,32,No
5/25/2017 15:44:51,ZIM,2,16,9,1,BQ,9262.3,BQ,9265.6,32,No
5/25/2017 15:45:19,ZIM,2,16,9,2,BQ,9265.8,BQ,9289,35,No
5/25/2017 15:45:42,ZIM,2,16,9,3,BQ,9289,BQ,9299,32,No
5/25/2017 15:46:07,ZIM,2,16,9,4,BQ,9399,BQ,9800,35,No
5/25/2017 15:46:27,ZIM,2,16,9,5,BR,1,BR,45,29,No
5/25/2017 15:46:48,ZIM,2,16,9,6,BR,45,BR,45,12,No
5/25/2017 15:47:10,ZIM,2,16,10,1,BR,45,BR,50,30,No
5/25/2017 15:47:39,ZIM,2,16,10,2,BR,50,BR,60,20,No
5/25/2017 15:48:02,ZIM,2,16,10,3,BR,60,BR,60,35,No
5/25/2017 15:48:26,ZIM,2,16,10,4,BR,60,BR,60,29,No
5/25/2017 15:48:46,ZIM,2,16,10,5,BR,60,BR,60,29,No
5/25/2017 15:49:06,ZIM,2,16,10,6,BR,60,BR,60,19,No
5/25/2017 15:49:27,ZIM,2,16,11,1,BR,60,BR,60,23,No
5/25/2017 15:51:26,ZIM,2,16,11,2,BR,60,BR,60,29,No
5/25/2017 15:51:48,ZIM,2,16,11,3,BR,60,BR,60,25,No
5/25/2017 15:52:16,ZIM,2,16,11,4,BR,60,BR,60,25,No
5/25/2017 15:52:34,ZIM,2,16,11,5,BR,60,BR,60,30,No
5/25/2017 15:20:56,ZIM,2,16,11,6,BR,60,BR,60,35,No
5/25/2017 15:21:23,ZIM,2,16,12,1,BR,60,BR,60,32,No
5/25/2017 15:21:49,ZIM,2,16,12,2,BR,60,BR,60,35,No
5/25/2017 15:22:55,ZIM,2,16,12,3,BR,60,BR,60,32,No
5/25/2017 15:23:11,ZIM,2,16,12,4,BR,60,BR,60,35,No
5/25/2017 15:23:35,ZIM,2,16,12,5,BR,60,BR,60,35,No
5/25/2017 15:23:56,ZIM,2,16,12,6,BR,60,BR,60,33,No
5/25/2017 15:24:24,ZIM,2,17,1,1,BR,60,BR,60,22,No
5/25/2017 15:24:41,ZIM,2,17,1,2,BR,60,BR,60,32,No
5/25/2017 15:25:00,ZIM,2,17,1,3,BR,60,BR,60,32,No
5/25/2017 15:25:17,ZIM,2,17,1,4,BR,60,BR,60,28,No
5/25/2017 15:25:35,ZIM,2,17,1,5,BR,60,BR,60,31,No
5/25/2017 15:25:59,ZIM,2,17,1,6,BR,60,BR,65,34,No
5/25/2017 15:26:15,ZIM,2,17,2,1,BR,65,BR,65,31,No
5/25/2017 15:26:35,ZIM,2,17,2,2,BR,65,BR,65,35,No
5/25/2017 15:26:50,ZIM,2,17,2,3,BR,65,BR,65,25,No
5/25/2017 15:27:07,ZIM,2,17,2,4,BR,65,BR,65,27,No
5/25/2017 15:27:24,ZIM,2,17,2,5,BR,65,BR,65,30,No
5/25/2017 15:27:39,ZIM,2,17,2,6,BR,65,BR,65,35,No
5/25/2017 15:27:59,ZIM,2,17,3,1,BR,65,BR,65,30,No
,ZIM,2,17,3,2,BR,65,BR,67,35,No
5/25/2017 15:28:33,ZIM,2,17,3,3,BR,65,BR,67,35,No
5/25/2017 15:28:50,ZIM,2,17,3,4,BR,67,BR,67,26,No
5/25/2017 15:29:07,ZIM,2,17,3,5,BR,67,BR,75,29,No
5/25/2017 15:29:28,ZIM,2,17,3,6,BR,75,BR,75,34,No
5/25/2017 15:29:46,ZIM,2,17,4,1,BR,75,BR,85,29,No
5/25/2017 15:30:04,ZIM,2,17,4,2,BR,85,BR,85,30,No
5/25/2017 15:30:30,ZIM,2,17,4,3,BR,85,BR,85,28,No
5/25/2017 15:22:07,ZIM,2,17,4,4,BR,85,BR,95,28,No
5/25/2017 15:22:29,ZIM,2,17,4,5,BR,95,BR,95,30,No
5/25/2017 15:22:51,ZIM,2,17,4,6,BR,95,BR,95,33,No
5/25/2017 15:24:07,ZIM,2,17,5,1,BR,95,BR,95,28,No
5/25/2017 15:24:32,ZIM,2,17,5,2,BR,95,BR,100,32,No
5/25/2017 15:24:54,ZIM,2,17,5,3,BR,100,BR,100,33,No
5/25/2017 15:25:15,ZIM,2,17,5,4,BR,100,BR,110,30,No
5/25/2017 15:25:35,ZIM,2,17,5,5,BR,110,BR,115,33,No
5/25/2017 15:25:56,ZIM,2,17,5,6,BR,115,BR,115,35,No
5/25/2017 15:26:31,ZIM,2,17,6,1,BR,115,BR,115,32,No
5/25/2017 15:26:50,ZIM,2,17,6,2,BR,115,BR,115,35,No
5/25/2017 15:27:13,ZIM,2,17,6,3,BR,115,BR,115,31,No
5/25/2017 15:27:33,ZIM,2,17,6,4,BR,115,BR,115,35,No
5/25/2017 15:27:53,ZIM,2,17,6,5,BR,115,BR,115,32,No
5/25/2017 15:28:22,ZIM,2,17,6,6,BR,115,BR,115,35,No
5/25/2017 15:28:43,ZIM,2,17,7,1,BR,115,BR,115,33,No
5/25/2017 15:29:03,ZIM,2,17,7,2,BR,115,BR,115,35,No
5/25/2017 15:29:23,ZIM,2,17,7,3,BR,115,BR,115,33,No
5/25/2017 15:29:43,ZIM,2,17,7,4,BR,115,BR,115,30,No
5/25/2017 15:30:04,ZIM,2,17,7,5,BR,115,BR,115,29,No
5/25/2017 15:30:25,ZIM,2,17,7,6,BR,115,BR,117,30,No
5/25/2017 15:30:44,ZIM,2,17,8,1,BR,117,BR,118,31,No
5/25/2017 15:31:11,ZIM,2,17,8,2,BR,118,BR,121,30,No
5/25/2017 15:31:39,ZIM,2,17,8,3,BR,121,BR,121,31,No
5/25/2017 15:32:01,ZIM,2,17,8,4,BR,121,BR,121.2,28,No
5/25/2017 15:32:24,ZIM,2,17,8,5,BR,121.2,BR,121.2,30,No
5/25/2017 15:32:53,ZIM,2,17,8,6,BR,121.2,BR,123,27,No
5/25/2017 15:33:14,ZIM,2,17,9,1,BR,123,BR,125,32,No
5/25/2017 16:03:04,ZIM,2,17,9,2,BR,125,BR,127,31,No
5/25/2017 16:04:00,ZIM,2,17,9,3,BR,127,BR,128,34,No
5/25/2017 16:05:49,ZIM,2,17,9,4,BR,128,BR,128,35,No
5/25/2017 16:06:54,ZIM,2,17,9,5,BR,128,BR,131,33,No
5/25/2017 16:41:29,ZIM,2,17,9,6,BR,129,BR,138,30,No
5/25/2017 16:43:02,ZIM,2,17,10,1,BR,139,BR,142,29,No
5/25/2017 16:44:11,ZIM,2,17,10,2,BR,142,BR,145,29,No
5/25/2017 16:44:59,ZIM,2,17,10,3,BR,145,BR,145,27,No
5/25/2017 16:45:50,ZIM,2,17,10,4,BR,145,BR,145.2,31,No
5/25/2017 16:46:32,ZIM,2,17,10,5,BR,145.2,BR,145.3,36,No
5/25/2017 16:47:28,ZIM,2,17,10,6,BR,145.3,BR,150,34,No
5/25/2017 16:48:18,ZIM,2,17,11,1,BR,150,BR,158,31,No
5/25/2017 16:49:15,ZIM,2,17,11,2,BR,150,BR,162,30,No
5/25/2017 16:50:08,ZIM,2,17,11,3,BR,162,BR,162,31,No
5/25/2017 16:51:09,ZIM,2,17,11,4,BR,162,BR,162.3,35,No
5/25/2017 16:51:50,ZIM,2,17,11,5,BR,162.3,BR,165,36,No
5/25/2017 16:52:40,ZIM,2,17,11,6,BR,165,BR,165,32,No
5/25/2017 16:53:47,ZIM,2,17,12,1,BR,165,BR,165,26,No
5/25/2017 16:54:24,ZIM,2,17,12,2,BR,165,BR,166,30,No
5/25/2017 16:55:16,ZIM,2,17,12,3,BR,166,BR,185,32,No
5/25/2017 16:56:41,ZIM,2,17,12,4,BR,185,BR,195,31,No
5/25/2017 16:57:26,ZIM,2,17,12,5,BR,195,BR,238,30,No
5/25/2017 16:58:13,ZIM,2,17,12,6,BR,238,BR,252,35,No
5/25/2017 16:58:51,ZIM,2,17,13,1,BR,252,BR,253,26,No
5/25/2017 16:59:40,ZIM,2,17,13,2,BR,253,BR,270,29,No
5/25/2017 17:00:20,ZIM,2,17,13,3,BR,270,BR,301,29,No
5/25/2017 17:00:57,ZIM,2,17,13,4,BR,301,BR,305,29,No
5/25/2017 17:01:36,ZIM,2,17,13,5,BR,305,BR,305,29,No
5/26/2017 8:51:30,ZIM,2,17,13,6,BR,305,BR,305.2,29,No
5/26/2017 8:52:11,ZIM,2,17,14,1,BR,305.2,BR,305.3,31,No
5/26/2017 8:53:01,ZIM,2,17,14,2,BR,305.3,BR,307,32,No
5/26/2017 8:53:32,ZIM,2,17,14,3,BR,309,BR,325,32,No
5/26/2017 8:53:54,ZIM,2,17,14,4,BR,325,BR,325,27,No
5/26/2017 8:54:24,ZIM,2,17,14,5,BR,325,BR,326.6,36,No
5/26/2017 8:54:49,ZIM,2,17,14,6,BR,326.6,BR,330,30,No
5/26/2017 8:55:19,ZIM,2,18,1,1,BR,330,BR,330,36,No
5/26/2017 8:55:56,ZIM,2,18,1,2,BR,330,BR,332,36,No
5/26/2017 8:57:28,ZIM,2,18,1,3,BR,332,BR,333.5,36,No
5/26/2017 8:58:03,ZIM,2,18,1,4,BR,333.5,BR,350,36,No
5/26/2017 8:58:33,ZIM,2,18,1,5,BR,350,BR,350,32,No
5/26/2017 8:58:58,ZIM,2,18,1,6,BR,350,BR,375,33,No
5/26/2017 9:05:04,ZIM,2,18,2,1,BR,375,BR,375,33,No
5/26/2017 9:06:03,ZIM,2,18,2,2,BR,375,BR,380,32,No
5/26/2017 9:06:31,ZIM,2,18,2,3,BR,385,BR,410,30,No
5/26/2017 9:07:14,ZIM,2,18,2,4,BR,410,BR,440,30,No
5/26/2017 9:07:49,ZIM,2,18,2,5,BR,450,BR,477,29,No
5/26/2017 9:08:23,ZIM,2,18,2,6,BR,477,BR,514,33,No
5/26/2017 9:08:50,ZIM,2,18,3,1,BR,514,BR,515,31,No
5/26/2017 9:09:16,ZIM,2,18,3,2,BR,515,BR,515,36,No
5/26/2017 9:09:48,ZIM,2,18,3,3,BR,515,BR,515,34,No
5/26/2017 9:10:14,ZIM,2,18,3,4,BR,515,BR,516,30,No
5/26/2017 9:10:40,ZIM,2,18,3,5,BR,516,BR,516,30,No
5/26/2017 9:11:05,ZIM,2,18,3,6,BR,516,BR,516,33,No
5/26/2017 9:11:34,ZIM,2,18,4,1,BR,516,BR,516.5,32,No
5/26/2017 9:12:10,ZIM,2,18,4,2,BR,516.5,BR,517,28,No
5/26/2017 9:12:33,ZIM,2,18,4,3,BR,517,BR,517,31,No
5/26/2017 8:50:44,ZIM,2,18,4,4,BR,517,BR,250,33,No
5/26/2017 8:51:25,ZIM,2,18,4,5,BR,520,BR,252,30,No
5/26/2017 8:52:02,ZIM,2,18,4,6,BR,525,BR,525,31,No
5/26/2017 8:52:57,ZIM,2,18,5,1,BR,525,BR,526,32,No
5/26/2017 8:53:30,ZIM,2,18,5,2,BR,526,BR,530,32,No
5/26/2017 8:53:55,ZIM,2,18,5,3,BR,535,BR,555,33,No
5/26/2017 9:04:34,ZIM,2,18,5,4,BR,555,BR,560,33,No
