Timestamp,Building,Floor,Range Number,Section Number,Shelf Number,Call No. Leading Alpha ,Call No. Leading Numeric,Call No. Ending Alpha ,Call No. Ending Numeric,Occupied Space,Stacked
5/26/2017 13:41:37,ZIM,2,27,2,2,CB,351,CB,351,30,No
5/26/2017 13:41:53,ZIM,2,27,2,3,CB,351,CB,353,29,No
5/26/2017 13:42:19,ZIM,2,27,2,4,CB,353,CB,353,31,No
5/26/2017 13:42:37,ZIM,2,27,2,5,CB,353,CB,357,30,No
5/26/2017 13:43:10,ZIM,2,27,2,6,CB,357,CB,358,34,No
5/26/2017 13:43:29,ZIM,2,27,3,1,CB,358,CB,361,34,No
5/26/2017 13:43:53,ZIM,2,27,3,2,CB,361,CB,361,32,No
5/26/2017 13:44:17,ZIM,2,27,3,3,CB,361,CB,361,35,No
5/26/2017 13:44:53,ZIM,2,27,3,4,CB,361,CB,361,35,No
5/26/2017 13:45:12,ZIM,2,27,3,5,CB,361,CB,369,33,No
5/26/2017 13:38:32,ZIM,2,27,3,6,CB,401,CB,411,34,No
5/26/2017 13:38:51,ZIM,2,27,4,1,CB,411,CB,411,10,No
5/26/2017 13:41:09,ZIM,2,27,4,2,CB,411,CB,415,11,No
5/26/2017 13:41:27,ZIM,2,27,4,3,CB,415,CB,425,30,No
5/26/2017 13:41:42,ZIM,2,27,4,4,CB,425,CB,425,29,No
5/26/2017 13:42:01,ZIM,2,27,4,5,CB,425,CB,425,35,No
5/26/2017 13:42:19,ZIM,2,27,4,6,CB,425,CB,425,36,No
5/26/2017 13:42:43,ZIM,2,27,5,1,CB,425,CB,427,28,No
5/26/2017 13:43:01,ZIM,2,27,5,2,CB,427,CB,427,27,No
5/26/2017 13:43:21,ZIM,2,27,5,3,CB,427,CB,428,31,No
5/26/2017 13:43:38,ZIM,2,27,5,4,CB,428,CB,428,25,No
5/26/2017 13:43:59,ZIM,2,27,5,5,CB,428,CB,428,27,No
5/26/2017 13:44:19,ZIM,2,27,5,6,CB,428,CB,430,27,No
5/26/2017 13:44:41,ZIM,2,27,6,1,CB,430,CB,430,32,No
5/26/2017 13:45:09,ZIM,2,27,6,2,CB,430,CB,475,32,No
5/26/2017 13:45:32,ZIM,2,27,6,3,CB,475,CB,478,34,No
5/26/2017 13:47:10,ZIM,2,27,6,4,CB,478,CB,842,24,No
5/26/2017 13:47:30,ZIM,2,27,6,5,CC,21,CC,65,26,No
5/26/2017 13:47:48,ZIM,2,27,6,6,CC,65,CC,75,31,No
5/26/2017 13:48:25,ZIM,2,27,7,1,CC,70,CC,70,31,No
5/26/2017 13:48:48,ZIM,2,27,7,2,CC,72,CC,72,28,No
5/26/2017 13:49:06,ZIM,2,27,7,3,CC,72,CC,72.4,33,No
5/26/2017 13:49:30,ZIM,2,27,7,4,CC,72.4,CC,72.4,28,No
5/26/2017 13:54:18,ZIM,2,27,7,5,CC,72.4,CC,75,30,No
5/26/2017 13:54:40,ZIM,2,27,7,6,CC,75,CC,75,27,No
5/26/2017 13:58:55,ZIM,2,27,8,1,CC,75,CC,75,33,No
5/26/2017 13:59:16,ZIM,2,27,8,2,CC,75,CC,75,31,No
5/26/2017 13:59:40,ZIM,2,27,8,3,CC,75,CC,75.7,33,No
5/26/2017 13:41:47,ZIM,2,27,8,4,CC,75.7,CC,75.7,30,No
5/26/2017 13:42:16,ZIM,2,27,8,5,CC,75.7,CC,75.7,31,No
5/26/2017 13:42:41,ZIM,2,27,8,6,CC,76.3,CC,77,30,No
5/26/2017 13:43:10,ZIM,2,27,9,1,CC,77,CC,77,22,No
5/26/2017 13:43:41,ZIM,2,27,9,2,CC,77,CC,77,35,No
5/26/2017 13:44:11,ZIM,2,27,9,3,CC,77,CC,78,36,No
5/26/2017 13:44:39,ZIM,2,27,9,4,CC,78,CC,79,36,No
5/26/2017 13:45:11,ZIM,2,27,9,5,CC,79,CC,79,30,No
5/26/2017 13:46:19,ZIM,2,27,9,6,CC,79,CC,79.5,19,No
5/26/2017 13:46:48,ZIM,2,27,10,1,CC,79.5,CC,79.5,32,No
5/26/2017 13:48:47,ZIM,2,27,10,2,CC,79.5,CC,80,35,No
5/26/2017 13:49:34,ZIM,2,27,10,3,CC,80,CC,80.6,35,No
5/26/2017 13:50:08,ZIM,2,27,10,4,CC,81,CC,83,31,No
5/26/2017 13:50:40,ZIM,2,27,10,5,CC,83,CC,100,36,No
5/26/2017 13:51:35,ZIM,2,27,10,6,CC,100,CC,100,36,No
5/26/2017 13:52:05,ZIM,2,27,11,1,CC,101,CC,107,33,No
5/26/2017 13:52:39,ZIM,2,27,11,2,CC,110,CC,115,36,No
5/26/2017 13:53:12,ZIM,2,27,11,3,CC,115,CC,135,34,No
5/26/2017 13:53:46,ZIM,2,27,11,4,CC,135,CC,135,36,No
5/26/2017 13:54:26,ZIM,2,27,11,5,CC,135,CC,135,33,No
5/26/2017 13:54:54,ZIM,2,27,11,6,CC,135,CC,135,33,No
5/26/2017 13:55:23,ZIM,2,27,12,1,CC,135,CC,165,33,No
5/26/2017 13:55:52,ZIM,2,27,12,2,CC,165,CC,165,36,No
5/26/2017 13:56:16,ZIM,2,27,12,3,CC,165,CC,165,31,No
5/26/2017 13:56:42,ZIM,2,27,12,4,CC,165,CC,175,32,No
5/26/2017 13:57:15,ZIM,2,27,12,5,CC,175,CC,208,22,No
5/26/2017 14:06:56,ZIM,2,27,12,6,CC,209,CD,200,29,No
5/26/2017 14:08:14,ZIM,2,27,13,1,CD,923,CD,950,34,No
5/26/2017 13:50:11,ZIM,2,27,13,2,CD,950,CD,973.2,33,No
5/26/2017 13:50:41,ZIM,2,27,13,3,CD,974,CD,1048,35,No
5/26/2017 13:51:14,ZIM,2,27,13,4,CD,1048,CD,1261,30,No
5/26/2017 13:51:49,ZIM,2,27,13,5,CD,1261,CD,1735,28,No
5/26/2017 13:52:22,ZIM,2,27,13,6,CD,1739,CD,1850,29,No
5/26/2017 13:53:30,ZIM,2,27,14,1,CD,1859,CD,1866,33,No
5/26/2017 13:54:03,ZIM,2,27,14,2,CD,1867,CD,1879,30,No
5/26/2017 13:55:38,ZIM,2,27,14,3,CD,1879,CD,1879.5,31,No
5/26/2017 13:56:05,ZIM,2,27,14,4,CD,1879.5,CD,2451,30,No
5/26/2017 13:56:41,ZIM,2,27,14,5,CD,2030,CD,2030,29,No
5/26/2017 13:57:12,ZIM,2,27,14,6,CD,3020,CD,3022,27,No
5/26/2017 13:57:38,ZIM,2,28,1,1,CD,3023,CD,3026,33,No
5/26/2017 13:58:15,ZIM,2,28,1,2,CD,3026,CD,3029.5,31,No
5/26/2017 13:58:43,ZIM,2,28,1,3,CD,3029.82,CD,3090,30,No
5/26/2017 14:02:47,ZIM,2,28,1,4,CD,3090,CD,3110,31,No
5/26/2017 14:03:16,ZIM,2,28,1,5,CD,3111,CD,3170,31,No
5/26/2017 14:03:56,ZIM,2,28,1,6,CD,3170,CD,3200,31,No
5/26/2017 14:04:32,ZIM,2,28,2,1,CD,3200,CD,3220,30,No
5/26/2017 14:10:06,ZIM,2,28,2,2,CD,3230,CD,3240,29,No
5/26/2017 14:10:43,ZIM,2,28,2,3,CD,3240,CD,3280,31,No
5/26/2017 14:11:24,ZIM,2,28,2,4,CD,3280,CD,3300,30,No
5/26/2017 14:13:02,ZIM,2,28,2,5,CD,3300,CD,3310,30,No
5/26/2017 14:13:30,ZIM,2,28,2,6,CD,3310,CD,3330,30,No
5/26/2017 14:14:58,ZIM,2,28,3,1,CD,3330,CD,3370,32,No
5/26/2017 14:15:28,ZIM,2,28,3,2,CD,3370,CD,3390,31,No
5/26/2017 14:16:03,ZIM,2,28,3,3,CD,3390,CD,3420,30,No
5/26/2017 14:16:34,ZIM,2,28,3,4,CD,3420,CD,3440,30,No
5/26/2017 14:17:20,ZIM,2,28,3,5,CD,3440,CD,3460,31,No
5/26/2017 14:26:58,ZIM,2,28,3,6,CD,3460,CD,3500,31,No
5/26/2017 14:27:27,ZIM,2,28,4,1,CD,3500,CD,3530,31,No
5/26/2017 14:29:34,ZIM,2,28,4,2,CD,3531,CD,3560,30,No
5/26/2017 14:34:10,ZIM,2,28,4,3,CD,3560,CD,3690,31,No
5/26/2017 14:45:51,ZIM,2,28,4,4,CD,3590,CD,3590,30,No
5/26/2017 14:46:19,ZIM,2,28,4,5,CD,3590,CD,3651,32,No
5/26/2017 14:49:23,ZIM,2,28,4,6,CD,3651,CD,3675,30,No
5/26/2017 14:49:50,ZIM,2,28,5,1,CD,3675,CD,3677,31,No
5/26/2017 14:50:17,ZIM,2,28,5,2,CD,3677,CD,3679,33,No
5/26/2017 14:50:43,ZIM,2,28,5,3,CD,3679,CD,4040,23,No
5/26/2017 14:51:19,ZIM,2,28,5,4,CD,4041,CD,4077,29,No
5/26/2017 14:51:40,ZIM,2,28,5,5,CD,4077,CD,4227,29,No
5/26/2017 14:52:10,ZIM,2,28,5,6,CD,4230,CD,5041,32,No
5/26/2017 14:52:33,ZIM,2,28,6,1,CD,5344,CE,33,32,No
5/26/2017 14:53:11,ZIM,2,28,6,2,CE,38.5,CJ,75,34,No
5/26/2017 14:53:39,ZIM,2,28,6,3,CJ,76,CJ,833,31,No
5/26/2017 14:54:15,ZIM,2,28,6,4,CJ,843,CJ,1841,35,No
5/26/2017 14:54:45,ZIM,2,28,6,5,CJ,1841,CJ,3194,30,No
5/26/2017 14:55:16,ZIM,2,28,6,6,CJ,3194,CJ,5535,34,No
5/26/2017 14:55:49,ZIM,2,28,7,1,CJ,5535,CN,360,30,No
5/26/2017 15:20:53,ZIM,2,28,7,2,CN,360,CN,521,29,No
5/26/2017 15:21:13,ZIM,2,28,7,3,CN,521,CN,965,31,No
5/26/2017 15:21:47,ZIM,2,28,7,4,CN,993,CR,31,31,No
5/26/2017 15:22:08,ZIM,2,28,7,5,CR,31,CR,115,29,No
5/26/2017 15:22:41,ZIM,2,28,7,6,CR,115,CR,2168,32,No
5/26/2017 15:23:01,ZIM,2,28,8,1,CR,3535,CR,4531,32,No
5/26/2017 15:25:31,ZIM,2,28,8,2,CR,4531,CR,9743,35,No
5/26/2017 15:25:57,ZIM,2,28,8,3,CR,4743,CR,5877,35,No
5/26/2017 14:20:26,ZIM,2,28,8,4,CR,5877,CS,16,36,No
5/26/2017 14:37:04,ZIM,2,28,8,5,CS,16,CS,47,36,No
5/26/2017 14:37:27,ZIM,2,28,8,6,CS,47,CS,71,34,No
5/26/2017 14:38:20,ZIM,2,28,9,1,CS,71,CS,71,34,No
5/26/2017 14:38:40,ZIM,2,28,9,2,CS,71,CS,71,30,No
5/26/2017 14:39:06,ZIM,2,28,9,3,CS,71,CS,95,35,No
5/26/2017 14:39:26,ZIM,2,28,9,4,CS,95,CS,249,21,No
5/26/2017 14:39:48,ZIM,2,28,9,5,CS,259,CS,304,36,No
5/26/2017 14:40:09,ZIM,2,28,9,6,CS,308,CS,309,30,No
5/26/2017 14:40:30,ZIM,2,28,10,1,CS,309,CS,329,32,No
5/26/2017 14:40:50,ZIM,2,28,10,2,CS,329,CS,389,30,No
5/26/2017 14:41:17,ZIM,2,28,10,3,CS,392,CS,420,22,No
5/26/2017 14:41:48,ZIM,2,28,10,4,CS,420,CS,436,29,No
5/26/2017 14:42:10,ZIM,2,28,10,5,CS,436,CS,439,30,No
5/26/2017 14:42:33,ZIM,2,28,10,6,CS,439,CS,859,33,No
5/26/2017 14:43:02,ZIM,2,28,11,1,CS,944,CS,947,30,No
5/26/2017 14:43:21,ZIM,2,28,11,2,CS,947,CS,957,28,No
5/26/2017 14:43:40,ZIM,2,28,11,3,CS,957,CS,962,35,No
5/26/2017 14:44:00,ZIM,2,28,11,4,CS,962,CS,962,32,No
5/26/2017 14:44:31,ZIM,2,28,11,5,CS,964,CS,2371,34,No
5/26/2017 14:45:03,ZIM,2,28,11,6,CS,2375,CS,2505,32,No
5/26/2017 14:45:25,ZIM,2,28,12,1,CS,2505,CS,2745,30,No
5/26/2017 14:45:44,ZIM,2,28,12,2,CS,2745,CT,21,31,No
5/26/2017 14:46:05,ZIM,2,28,12,3,CT,21,CT,21,31,No
5/26/2017 14:46:23,ZIM,2,28,12,4,CT,21,CT,25,33,No
5/26/2017 14:46:44,ZIM,2,28,12,5,CT,25,CT,25,34,No
5/26/2017 14:47:03,ZIM,2,28,12,6,CT,25,CT,25,32,No
5/26/2017 14:47:23,ZIM,2,29,1,1,CT,27,CT,95,21,No
5/26/2017 14:23:19,ZIM,2,29,1,2,CT,95,CT,101,5,No
5/26/2017 14:23:52,ZIM,2,29,1,3,,,,,,No
5/26/2017 14:24:30,ZIM,2,29,1,4,,,,,,No
5/26/2017 14:25:01,ZIM,2,29,1,5,CT,101,CT,101,25,No
5/26/2017 14:25:29,ZIM,2,29,1,6,CT,101,CT,103,30,No
5/26/2017 14:32:04,ZIM,2,29,2,1,CT,103,CT,103,8,No
5/26/2017 14:34:58,ZIM,2,29,2,2,CT,103,CT,103,25,No
5/26/2017 14:36:46,ZIM,2,29,2,3,CT,103,CT,103,30,No
5/26/2017 14:39:14,ZIM,2,29,2,4,CT,104,CT,104,33,No
5/26/2017 14:39:49,ZIM,2,29,2,5,CT,104,CT,105,33,No
5/26/2017 14:51:07,ZIM,2,29,2,6,CT,105,CT,105,34,No
5/26/2017 14:51:45,ZIM,2,29,3,1,CT,105,CT,109,35,No
5/26/2017 14:52:28,ZIM,2,29,3,2,CT,120,CT,120,32,No
5/26/2017 14:53:10,ZIM,2,29,3,3,CT,120,CT,120,31,No
5/26/2017 14:55:33,ZIM,2,29,3,4,CT,121,CT,143,28,No
5/26/2017 14:56:09,ZIM,2,29,3,5,CT,143,CT,143,30,No
5/26/2017 14:56:51,ZIM,2,29,3,6,CT,143,CT,143,31,No
5/26/2017 14:57:49,ZIM,2,29,4,1,CT,143,CT,143,30,No
5/26/2017 15:09:24,ZIM,2,29,4,2,CT,143,CT,148,30,No
5/26/2017 15:11:07,ZIM,2,29,4,3,CT,148,CT,188,30,No
5/26/2017 15:12:07,ZIM,2,29,4,4,CT,189,CT,213,29,No
5/26/2017 15:12:54,ZIM,2,29,4,5,CT,213,CT,214,33,No
5/26/2017 15:13:29,ZIM,2,29,4,6,CT,214,CT,220,31,No
5/26/2017 15:14:04,ZIM,2,29,5,1,CT,220,CT,248,27,No
5/26/2017 15:14:41,ZIM,2,29,5,2,CT,252,CT,274,31,No
5/26/2017 15:15:59,ZIM,2,29,5,3,CT,274,CT,274,31,No
5/26/2017 15:23:20,ZIM,2,29,5,4,CT,274,CT,275,29,No
5/26/2017 15:24:19,ZIM,2,29,5,5,CT,275,CT,275,32,No
5/26/2017 14:49:15,ZIM,2,29,5,6,CT,275,CT,275,30,No
5/26/2017 14:49:50,ZIM,2,29,6,1,CT,275,CT,275,33,No
5/26/2017 14:50:46,ZIM,2,29,6,2,CT,275,CT,275,35,No
5/26/2017 14:51:26,ZIM,2,29,6,3,CT,275,CT,275,32,No
5/26/2017 14:51:59,ZIM,2,29,6,4,CT,275,CT,275,35,No
5/26/2017 14:52:40,ZIM,2,29,6,5,CT,275,CT,275,35,No
5/26/2017 14:53:09,ZIM,2,29,6,6,CT,275,CT,275,33,No
5/26/2017 14:53:42,ZIM,2,29,7,1,CT,275,CT,275,34,No
5/26/2017 14:54:10,ZIM,2,29,7,2,CT,275,CT,275,35,No
5/26/2017 14:54:41,ZIM,2,29,7,3,CT,275,CT,275,32,No
5/26/2017 14:55:08,ZIM,2,29,7,4,CT,275,CT,275,32,No
5/26/2017 15:09:13,ZIM,2,29,7,5,CT,275,CT,275,34,No
5/26/2017 15:09:49,ZIM,2,29,7,6,CT,275,CT,275,32,No
5/26/2017 15:11:34,ZIM,2,29,8,1,CT,275,CT,275,35,No
5/26/2017 15:12:07,ZIM,2,29,8,2,CT,275,CT,275,33,No
5/26/2017 15:13:01,ZIM,2,29,8,3,CT,275,CT,275,35,No
5/26/2017 15:14:20,ZIM,2,29,8,4,CT,275,CT,310,33,No
5/26/2017 15:15:01,ZIM,2,29,8,5,CT,310,CT,548,30,No
5/26/2017 15:15:27,ZIM,2,29,8,6,CT,548,CT,558,33,No
5/26/2017 15:16:19,ZIM,2,29,9,1,CT,558,CT,653,29,No
5/26/2017 15:17:13,ZIM,2,29,9,2,CT,653,CT,678,32,No
5/26/2017 15:18:25,ZIM,2,29,9,3,CT,681,CT,688,29,No
5/26/2017 15:18:53,ZIM,2,29,9,4,CT,688,CT,688,32,No
5/26/2017 15:19:47,ZIM,2,29,9,5,CT,688,CT,707,33,No
5/26/2017 15:20:45,ZIM,2,29,9,6,CT,707,CT,755,33,No
5/26/2017 15:21:36,ZIM,2,29,10,1,CT,755,CT,775,26,No
5/26/2017 15:23:55,ZIM,2,29,10,2,CT,775,CT,782,32,No
5/26/2017 15:27:16,ZIM,2,29,10,3,CT,783,CT,388,31,No
5/26/2017 16:21:47,ZIM,2,29,10,4,CT,788,CT,788,32,No
5/26/2017 16:22:08,ZIM,2,29,10,5,CT,788,CT,788,33,No
5/26/2017 16:22:40,ZIM,2,29,10,6,CT,788,CT,788,31,No
5/26/2017 16:23:00,ZIM,2,29,11,1,CT,788,CT,788,30,No
5/26/2017 16:23:35,ZIM,2,29,11,2,CT,793,CT,828,31,No
5/26/2017 16:24:03,ZIM,2,29,11,3,CT,848,CT,1000,31,No
5/26/2017 16:24:36,ZIM,2,29,11,4,CT,1017,CT,1053,30,No
5/26/2017 16:25:08,ZIM,2,29,11,5,CT,1053,CT,1053,31,No
5/26/2017 16:25:36,ZIM,2,29,11,6,CT,1053,CT,1053,32,No
5/26/2017 16:26:01,ZIM,2,29,12,1,CT,1053,CT,1097,33,No
5/26/2017 16:27:33,ZIM,2,29,12,2,CT,1097,CT,1099.8,33,No
5/26/2017 16:27:54,ZIM,2,29,12,3,CT,1118,CT,1203,30,No
5/26/2017 16:28:20,ZIM,2,29,12,4,CT,1203,CT,1218,33,No
5/26/2017 16:28:42,ZIM,2,29,12,5,CT,1218,CT,1344,30,No
5/26/2017 16:29:27,ZIM,2,29,12,6,CT,1344,CT,1355,34,No
5/26/2017 16:29:49,ZIM,2,29,13,1,CT,1355,CT,1365,31,No
5/26/2017 16:30:19,ZIM,2,29,13,2,CT,1374,CT,1826,32,No
5/26/2017 16:30:42,ZIM,2,29,13,3,CT,1827.5,CT,1915,35,No
5/26/2017 16:31:39,ZIM,2,29,13,4,CT,1919,CT,2628,33,No
5/26/2017 16:32:37,ZIM,2,29,13,5,CT,2628,CT,3202,33,No
5/26/2017 16:33:04,ZIM,2,29,13,6,CT,3202,CT,3203,35,No
5/26/2017 16:33:27,ZIM,2,29,14,1,CT,3203,CT,3235,29,No
5/26/2017 16:34:08,ZIM,2,29,14,2,CT,3235,CT,3260,31,No
5/26/2017 16:34:29,ZIM,2,29,14,3,CT,3260,CT,3260,29,No
5/26/2017 16:35:24,ZIM,2,29,14,4,CT,3260,CT,3290,29,No
5/26/2017 16:35:44,ZIM,2,29,14,5,CT,3290,CT,3320,32,No
5/26/2017 16:36:32,ZIM,2,29,14,6,CT,3320,CT,3990,33,No
5/26/2017 16:37:14,ZIM,2,30,1,1,CT,3990,CT,9971,32,No
5/30/2017 10:04:35,ZIM,2,30,1,2,CT,9971,D,1,24,No
5/30/2017 10:04:57,ZIM,2,30,1,3,D,1,D,1,35,No
5/30/2017 10:05:14,ZIM,2,30,1,4,D,1,D,2,31,No
5/30/2017 10:05:47,ZIM,2,30,1,5,D,2,D,3,28,No
5/30/2017 10:07:18,ZIM,2,30,1,6,D,3,D,5,32,No
5/30/2017 10:07:37,ZIM,2,30,2,1,D,5,D,6,31,No
5/30/2017 10:07:56,ZIM,2,30,2,2,D,6,D,6,32,No
5/30/2017 10:08:15,ZIM,2,30,2,3,D,6,D,7,29,No
5/30/2017 10:08:32,ZIM,2,30,2,4,D,7,D,7,31,No
5/30/2017 10:08:52,ZIM,2,30,2,5,D,7,D,7,33,No
5/30/2017 10:09:09,ZIM,2,30,2,6,D,7,D,7,32,No
5/30/2017 10:09:25,ZIM,2,30,3,1,D,7,D,9,30,No
5/30/2017 10:09:40,ZIM,2,30,3,2,D,9,D,9,32,No
5/30/2017 10:09:58,ZIM,2,30,3,3,D,9,D,9,32,No
5/30/2017 10:10:17,ZIM,2,30,3,4,D,9,D,9,31,No
5/30/2017 10:10:34,ZIM,2,30,3,5,D,9,D,11,34,No
5/30/2017 10:10:53,ZIM,2,30,3,6,D,11,D,11.5,31,No
5/30/2017 10:11:12,ZIM,2,30,4,1,D,11.5,D,13,35,No
5/30/2017 10:11:32,ZIM,2,30,4,2,D,13,D,13,35,No
5/30/2017 10:11:51,ZIM,2,30,4,3,D,13,D,13,31,No
5/30/2017 10:12:05,ZIM,2,30,4,4,D,13,D,13,33,No
5/30/2017 10:12:24,ZIM,2,30,4,5, D,13,D,13,32,No
5/30/2017 10:12:39,ZIM,2,30,4,6,D,13,D,13,33,No
5/30/2017 10:12:56,ZIM,2,30,5,1,D,13,D,13.5,34,No
5/30/2017 10:13:12,ZIM,2,30,5,2,D,13.5,D,14,31,No
5/30/2017 10:13:26,ZIM,2,30,5,3,D,14,D,15,35,No
5/30/2017 10:13:41,ZIM,2,30,5,4,D,15,D,15,35,No
5/30/2017 10:13:55,ZIM,2,30,5,5,D,15,D,16,32,No
5/30/2017 10:05:43,ZIM,2,30,5,6,D,16,D,16,34,No
5/30/2017 10:07:52,ZIM,2,30,6,1,D,16,D,16,34,No
5/30/2017 10:09:16,ZIM,2,30,6,2,D,16,D,16.3,32,No
5/30/2017 10:10:21,ZIM,2,30,6,3,D,16.135,D,16.14,35,No
5/30/2017 10:11:06,ZIM,2,30,6,4,D,16.14,D,16.17,32,No
5/30/2017 10:13:29,ZIM,2,30,6,5,D,16.17,D,16.2,34,No
5/30/2017 10:14:16,ZIM,2,30,6,6,D,16.2,D,16.25,34,No
5/30/2017 10:15:36,ZIM,2,30,7,1,D,16.25,D,16.25,32,No
5/30/2017 10:16:46,ZIM,2,30,7,2,D,16.25,D,16.4,32,No
5/30/2017 10:18:04,ZIM,2,30,7,3,D,16.4,D,16.8,33,No
5/30/2017 10:18:40,ZIM,2,30,7,4,D,16.8,D,16.8,35,No
5/30/2017 10:19:18,ZIM,2,30,7,5,D,16.8,D,16.8,32,No
5/30/2017 10:19:58,ZIM,2,30,7,6,D,16.8,D,16.8,36,No
5/30/2017 10:20:29,ZIM,2,30,8,1,D,16.8,D,16.8,33,No
5/30/2017 10:21:20,ZIM,2,30,8,2,D,16.8,D,16.8,35,No
5/30/2017 10:22:45,ZIM,2,30,8,3,D,16.8,D,16.8,35,No
5/30/2017 10:23:22,ZIM,2,30,8,4,D,16.8,D,16.8,31,No
5/30/2017 10:28:41,ZIM,2,30,8,5,D,16.8,D,16.9,30,No
5/30/2017 10:29:26,ZIM,2,30,8,6,D,16.9,D,16.9,35,No
5/30/2017 10:33:48,ZIM,2,30,9,1,D,16.9,D,16.9,32,No
5/30/2017 10:35:03,ZIM,2,30,9,2,D,16.9,D,17,35,No
5/30/2017 10:35:41,ZIM,2,30,9,3,D,17,D,20,32,No
5/30/2017 10:36:13,ZIM,2,30,9,4,D,20,D,20,30,No
5/30/2017 10:36:47,ZIM,2,30,9,5,D,20,D,20,35,No
5/30/2017 10:37:21,ZIM,2,30,9,6,D,20,D,20,27,No
5/30/2017 10:37:52,ZIM,2,30,10,1,D,20,D,20,32,No
5/30/2017 10:38:17,ZIM,2,30,10,2,D,20,D,20,29,No
5/30/2017 10:38:52,ZIM,2,30,10,3,D,20,D,20,35,No
5/30/2017 10:14:49,ZIM,2,30,10,4,D,20,D,21,28,No
5/30/2017 10:15:05,ZIM,2,30,10,5,D,21,D,21,35,No
5/30/2017 10:15:22,ZIM,2,30,10,6,D,21,D,21,31,No
5/30/2017 10:15:41,ZIM,2,30,11,1,D,21,D,21.3,35,No
5/30/2017 10:16:10,ZIM,2,30,11,2,D,21.3,D,21.5,35,No
5/30/2017 10:16:29,ZIM,2,30,11,3,D,21.5,D,24,35,No
5/30/2017 10:16:42,ZIM,2,30,11,4,D,24,D,25,35,No
5/30/2017 10:17:00,ZIM,2,30,11,5,D,25,D,25,32,No
5/30/2017 10:17:16,ZIM,2,30,11,6,D,25,D,25.5,32,No
5/30/2017 10:17:33,ZIM,2,30,12,1,D,25.5,D,27,31,No
5/30/2017 10:17:47,ZIM,2,30,12,2,D,27,D,32,35,No
5/30/2017 10:18:02,ZIM,2,30,12,3,D,32,D,52,30,No
5/30/2017 10:18:25,ZIM,2,30,12,4,D,52,D,56,35,No
5/30/2017 10:18:40,ZIM,2,30,12,5,D,56,D,57,31,No
5/30/2017 10:19:02,ZIM,2,30,12,6,D,57,D,57,35,No
5/30/2017 10:19:17,ZIM,2,30,13,1,D,57,D,57,32,No
5/30/2017 10:19:30,ZIM,2,30,13,2,D,57,D,58,34,No
5/30/2017 10:19:48,ZIM,2,30,13,3,D,57,D,58,35,No
5/30/2017 10:20:07,ZIM,2,30,13,4,D,59,D,60,35,No
5/30/2017 10:20:22,ZIM,2,30,13,5,D,60,D,65,34,No
5/30/2017 10:20:38,ZIM,2,30,13,6,D,65,D,70,35,No
5/30/2017 10:20:52,ZIM,2,30,14,1,D,70,D,702,30,No
5/30/2017 10:21:08,ZIM,2,30,14,2,D,102,D,103,32,No
5/30/2017 10:27:11,ZIM,2,30,14,3,D,103,D,105,32,No
5/30/2017 10:28:06,ZIM,2,30,14,4,D,105,D,107.3,34,No
5/30/2017 10:28:22,ZIM,2,30,14,5,D,107.3,D,111,30,No
5/30/2017 10:28:44,ZIM,2,30,14,6,D,111,D,113,31,No
5/30/2017 10:29:02,ZIM,2,31,1,1,D,113,D,114,30,No
5/30/2017 11:32:23,ZIM,2,31,1,2,D,115,D,116.5,27,No
5/30/2017 11:32:50,ZIM,2,31,1,3,D,116.5,D,117,32,No
5/30/2017 11:33:10,ZIM,2,31,1,4,D,117,D,117,31,No
5/30/2017 11:33:30,ZIM,2,31,1,5,D,117,D,118,32,No
5/30/2017 11:34:10,ZIM,2,31,1,6,D,118,D,118,32,No
5/30/2017 11:34:30,ZIM,2,31,2,1,D,119,D,121,29,No
5/30/2017 11:34:56,ZIM,2,31,2,2,D,121,D,127,35,No
5/30/2017 11:35:20,ZIM,2,31,2,3,D,127,D,131,35,No
5/30/2017 11:35:42,ZIM,2,31,2,4,D,131,D,137,30,No
5/30/2017 11:36:04,ZIM,2,31,2,5,D,137,D,148,33,No
5/30/2017 11:36:26,ZIM,2,31,2,6,D,148,D,156,30,No
5/30/2017 11:36:47,ZIM,2,31,3,1,D,157,D,157,32,No
5/30/2017 11:37:09,ZIM,2,31,3,2,D,157,D,157,35,No
5/30/2017 11:37:35,ZIM,2,31,3,3,D,357,D,161.2,35,No
5/30/2017 11:38:04,ZIM,2,31,3,4,D,161.2,D,166.5,35,No
5/30/2017 11:38:39,ZIM,2,31,3,5,D,168,D,182,32,No
5/30/2017 11:39:01,ZIM,2,31,3,6,D,382,D,199.5,34,No
5/30/2017 11:39:37,ZIM,2,31,4,1,D,199.3,D,202,32,No
5/30/2017 11:39:57,ZIM,2,31,4,2,D,202,D,206,32,No
5/30/2017 11:40:19,ZIM,2,31,4,3,D,206,D,208,32,No
5/30/2017 11:40:43,ZIM,2,31,4,4,D,208,D,208,32,No
5/30/2017 11:41:05,ZIM,2,31,4,5,D,208,D,208,31,No
5/30/2017 11:41:29,ZIM,2,31,4,6,D,208,D,209,32,No
5/30/2017 11:41:50,ZIM,2,31,5,1,D,209,D,210,33,No
5/30/2017 11:42:10,ZIM,2,31,5,2,D,210,D,210,35,No
5/30/2017 11:42:30,ZIM,2,31,5,3,D,210,D,215,32,No
5/30/2017 11:42:48,ZIM,2,31,5,4,D,215,D,220,32,No
